"","FNA.name","GenandSpec","Relationship","Phylotype","FinalGroup","hb","GCPercent","Size","phage_seqname","max_score","max_score_group","length.checkv","hallmark","rd","phage.filt","checkv.trimmed","checkv.split","checkv.contigs","vib.frag.count"
"343","PaLarvae_MEX14.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.01",4185110,"LAWY01000084.1||full","1","dsDNAphage","6449","6","rd1","phage_pass","same_as_vs2","no","1","1"
"344","PaLarvae_MEX14.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.01",4185110,"LAWY01000021.1||full_1","0.927","dsDNAphage","16326","1","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"345","PaLarvae_MEX14.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.01",4185110,"LAWY01000028.1||0_partial_1","0.92","dsDNAphage","10477","1","rd1","phage_pass","trimmed_by_checkv","no","1","NA"
"346","PaLarvae_MEX14.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.01",4185110,"LAWY01000063.1||full","0.993","dsDNAphage","14774","1","rd1","phage_pass","same_as_vs2","no","1","1"
"347","PaLarvae_MEX14.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.01",4185110,"LAWY01000071.1||full","1","dsDNAphage","11396","1","rd1","phage_pass","same_as_vs2","no","1","1"
"348","PaLarvae_MEX14.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.01",4185110,"LAWY01000015.1||full_1","0.853","dsDNAphage","22981","4","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"349","PaLarvae_MEX14.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.01",4185110,"LAWY01000075.1||full","0.987","dsDNAphage","8843","5","rd1","phage_pass","same_as_vs2","no","1","1"
"350","PaLarvae_MEX14.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.01",4185110,"LAWY01000067.1||full","0.993","dsDNAphage","13224","6","rd1","phage_pass","same_as_vs2","no","1","1"
"351","PaLarvae_MEX14.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.01",4185110,"LAWY01000065.1||full","0.993","dsDNAphage","14060","12","rd1","phage_pass","same_as_vs2","no","1","1"
"352","PaLarvae_MEX14.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.01",4185110,"LAWY01000007.1||full_1","0.9","dsDNAphage","42960","12","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"353","PaLarvae_MEX14.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","44.01",4185110,"LAWY01000002.1||0_partial","0.9","dsDNAphage","10311","1","rd1","phage_pass","same_as_vs2","no","1","NA"
"354","PaLarvae_SAG10367.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.78",4794868,"CP020558.1||full","0.993","dsDNAphage","128247","14","rd1","phage_pass","same_as_vs2","no","1","1"
"355","PaLarvae_SAG10367.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.78",4794868,"CP020557.1||2_partial_1","0.9","dsDNAphage","46058","12","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"356","PaLarvae_SAG10367.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.78",4794868,"CP020557.1||6_partial_1","0.907","dsDNAphage","20972","4","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"357","PaLarvae_SAG10367.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.78",4794868,"CP020557.1||8_partial","0.98","dsDNAphage","26946","8","rd1","phage_pass","same_as_vs2","no","1","1"
"358","PaLarvae_SAG10367.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.78",4794868,"CP020557.1||1_partial_1","0.9","dsDNAphage","54003","11","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"359","PaLarvae_SAG10367.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.78",4794868,"CP020557.1||0_partial_1","0.92","dsDNAphage","52400","12","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"360","PaLarvae_SAG10367.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.78",4794868,"CP020557.1||7_partial_1","0.927","dsDNAphage","25258","9","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"361","PaLarvae_SAG10367.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.78",4794868,"CP020557.1||4_partial_1","0.9","dsDNAphage","48855","12","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"362","PaLarvae_SAG10367.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.78",4794868,"CP020557.1||3_partial_1","0.913","dsDNAphage","63990","11","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"363","PaLarvae_SAG10367.fna","Paenibacillus larvae","Pathogen","Pathogen","Paenibacillus larvae","from_hb","43.78",4794868,"CP020557.1||5_partial_1","0.907","dsDNAphage","33113","8","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"364","SnAlvi_A1012.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.2",2501655,"NAGY01000016.1||full","0.96","dsDNAphage","7241","0","rd1","phage_pass","same_as_vs2","no","1","1"
"365","SnAlvi_A1012.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.2",2501655,"NAGY01000056.1||full_1","0.853","dsDNAphage","34527","8","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"366","SnAlvi_A1012.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.2",2501655,"NAGY01000055.1||0_partial_1","0.967","dsDNAphage","17607","8","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"367","SnAlvi_A1012.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.2",2501655,"NAGY01000038.1||full","1","dsDNAphage","40107","9","rd1","phage_pass","same_as_vs2","no","1","1"
"368","SnAlvi_A1012.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.2",2501655,"NAGY01000049.1||0_partial_1","0.927","dsDNAphage","11762","1","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"369","SnAlvi_A1012.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.2",2501655,"NAGY01000035.1||full","0.993","dsDNAphage","33294","14","rd1","phage_pass","same_as_vs2","no","1","1"
"370","SnAlvi_A11.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.18",2430265,"NAGZ01000117.1||full_1","0.98","dsDNAphage","48675","18","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"371","SnAlvi_A11.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.18",2430265,"NAGZ01000101.1||full_1","0.86","dsDNAphage","15457","8","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"372","SnAlvi_A1112.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.21",2500985,"NAHA01000061.1||full","0.993","dsDNAphage","24278","9","rd1","phage_pass","same_as_vs2","no","1","1"
"373","SnAlvi_A1112.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.21",2500985,"NAHA01000069.1||full_1","0.893","dsDNAphage","17607","8","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"374","SnAlvi_A1112.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.21",2500985,"NAHA01000048.1||full","0.587","dsDNAphage","12719","0","rd2","phage_pass","same_as_vs2","no","1","1"
"375","SnAlvi_A1112.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.21",2500985,"NAHA01000064.1||full","0.993","dsDNAphage","30050","8","rd1","phage_pass","same_as_vs2","no","1","1"
"376","SnAlvi_A1112.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.21",2500985,"NAHA01000067.1||full","0.993","dsDNAphage","33294","14","rd1","phage_pass","same_as_vs2","no","1","1"
"377","SnAlvi_A112.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.18",2502286,"NAHB01000035.1||full","0.993","dsDNAphage","40107","9","rd1","phage_pass","same_as_vs2","no","1","1"
"378","SnAlvi_A112.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.18",2502286,"NAHB01000047.1||full_1","0.9","dsDNAphage","37989","8","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"379","SnAlvi_A112.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.18",2502286,"NAHB01000052.1||0_partial_1","0.967","dsDNAphage","17607","8","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"380","SnAlvi_A112.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.18",2502286,"NAHB01000031.1||full","0.993","dsDNAphage","33294","14","rd1","phage_pass","same_as_vs2","no","1","1"
"381","SnAlvi_A112.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.18",2502286,"NAHB01000016.1||full","0.513","dsDNAphage","5435","0","rd2","phage_pass","same_as_vs2","no","1","1"
"382","SnAlvi_A12.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.34",2399919,"NAGX01000178.1||full","0.973","dsDNAphage","16883","7","rd1","phage_pass","same_as_vs2","no","1","1"
"383","SnAlvi_A2.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.19",2425186,"NAHC01000040.1||full","1","dsDNAphage","12308","8","rd1","phage_pass","same_as_vs2","no","1","1"
"384","SnAlvi_A2.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.19",2425186,"NAHC01000079.1||full_1","0.98","dsDNAphage","48675","18","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"385","SnAlvi_A212.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.18",2502682,"NAHD01000067.1||full_1","0.853","dsDNAphage","35583","8","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"386","SnAlvi_A212.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.18",2502682,"NAHD01000030.1||full","0.587","dsDNAphage","12719","0","rd2","phage_pass","same_as_vs2","no","1","1"
"387","SnAlvi_A212.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.18",2502682,"NAHD01000066.1||0_partial_1","0.9","dsDNAphage","15917","8","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"388","SnAlvi_A212.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.18",2502682,"NAHD01000052.1||full","0.993","dsDNAphage","41497","14","rd1","phage_pass","same_as_vs2","no","1","1"
"389","SnAlvi_A212.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.18",2502682,"NAHD01000043.1||full","1","dsDNAphage","26794","9","rd1","phage_pass","same_as_vs2","no","1","1"
"390","SnAlvi_A3.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.18",2428731,"NAHE01000089.1||full_1","0.86","dsDNAphage","15457","8","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"391","SnAlvi_A3.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.18",2428731,"NAHE01000106.1||full_1","0.98","dsDNAphage","42939","18","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"392","SnAlvi_A5.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.19",2430376,"NAHF01000097.1||full_1","0.86","dsDNAphage","15457","8","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"393","SnAlvi_A5.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.19",2430376,"NAHF01000049.1||full","1","dsDNAphage","7869","1","rd1","phage_pass","same_as_vs2","no","1","1"
"394","SnAlvi_A5.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.19",2430376,"NAHF01000117.1||full_1","0.967","dsDNAphage","32768","17","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"395","SnAlvi_A524.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.26",2490743,"NAHG01000139.1||full","0.98","dsDNAphage","26794","9","rd1","phage_pass","same_as_vs2","no","1","1"
"396","SnAlvi_A524.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.26",2490743,"NAHG01000146.1||full","1","dsDNAphage","30344","8","rd1","phage_pass","same_as_vs2","no","1","1"
"397","SnAlvi_A524.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.26",2490743,"NAHG01000135.1||full","1","dsDNAphage","25659","10","rd1","phage_pass","same_as_vs2","no","1","1"
"398","SnAlvi_A524.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.26",2490743,"NAHG01000121.1||full","0.96","dsDNAphage","15917","8","rd1","phage_pass","same_as_vs2","no","1","1"
"399","SnAlvi_A524.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.26",2490743,"NAHG01000075.1||full","1","dsDNAphage","6488","4","rd1","phage_pass","same_as_vs2","no","1","1"
"400","SnAlvi_A524.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.26",2490743,"NAHG01000084.1||full","0.96","dsDNAphage","7241","0","rd1","phage_pass","same_as_vs2","no","1","1"
"401","SnAlvi_A524.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.26",2490743,"NAHG01000107.1||full","0.587","dsDNAphage","12719","0","rd2","phage_pass","same_as_vs2","no","1","1"
"402","SnAlvi_A924.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.18",2501107,"NAHH01000041.1||full","1","dsDNAphage","40107","9","rd1","phage_pass","same_as_vs2","no","1","1"
"403","SnAlvi_A924.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.18",2501107,"NAHH01000025.1||full","0.847","dsDNAphage","12703","0","rd2","phage_pass","same_as_vs2","no","1","1"
"404","SnAlvi_A924.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.18",2501107,"NAHH01000036.1||full","0.993","dsDNAphage","33294","14","rd1","phage_pass","same_as_vs2","no","1","1"
"405","SnAlvi_A924.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.18",2501107,"NAHH01000050.1||0_partial_1","0.9","dsDNAphage","15917","8","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"406","SnAlvi_A924.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.18",2501107,"NAHH01000052.1||full_1","0.84","dsDNAphage","35583","8","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"407","SnAlvi_Aw18.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.04",2497111,"NAGW01000084.1||full_1","0.9","dsDNAphage","17954","8","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"408","SnAlvi_Aw18.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.04",2497111,"NAGW01000079.1||full_1","0.98","dsDNAphage","39202","9","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"409","SnAlvi_Aw18.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.04",2497111,"NAGW01000048.1||0_partial","0.94","dsDNAphage","12605","1","rd1","phage_pass","same_as_vs2","no","1","NA"
"410","SnAlvi_Aw18.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.04",2497111,"NAGW01000077.1||full_1","1","dsDNAphage","51014","14","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"411","SnAlvi_Aw20.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.04",2498497,"MVDP01000055.1||0_partial_1","0.967","dsDNAphage","16775","8","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"412","SnAlvi_Aw20.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.04",2498497,"MVDP01000053.1||full_1","0.98","dsDNAphage","39202","9","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"413","SnAlvi_Aw20.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.04",2498497,"MVDP01000049.1||full_1","0.973","dsDNAphage","47879","14","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"414","SnAlvi_Aw20.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.04",2498497,"MVDP01000030.1||0_partial","0.94","dsDNAphage","12605","1","rd1","phage_pass","same_as_vs2","no","1","NA"
"415","SnAlvi_E1.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","40.84",2388322,"NXEN01000041.1||full","0.967","dsDNAphage","45512","9","rd1","phage_pass","same_as_vs2","no","1","1"
"416","SnAlvi_E1.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","40.84",2388322,"NXEN01000024.1||0_partial_1","0.953","dsDNAphage","25151","8","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"417","SnAlvi_E1.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","40.84",2388322,"NXEN01000063.1||0_partial_1","0.9","dsDNAphage","8065","1","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"418","SnAlvi_ESL0196.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.31",2446304,"QGLS01000009.1||0_partial_1","0.92","dsDNAphage","25967","8","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"419","SnAlvi_ESL0196.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.31",2446304,"QGLS01000008.1||full_1","0.86","dsDNAphage","46546","15","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"420","SnAlvi_MS13.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.19",2500663,"MEIX01000029.1||0_partial_1","0.913","dsDNAphage","15131","7","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"421","SnAlvi_MS13.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.19",2500663,"MEIX01000091.1||full_1","0.84","dsDNAphage","29613","10","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"422","SnAlvi_MS13.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.19",2500663,"MEIX01000067.1||full","0.993","dsDNAphage","31001","16","rd1","phage_pass","same_as_vs2","no","1","1"
"423","SnAlvi_N23.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.19",2421693,"NAHQ01000093.1||full","1","dsDNAphage","25928","8","rd1","phage_pass","same_as_vs2","no","1","1"
"424","SnAlvi_N23.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.19",2421693,"NAHQ01000094.1||full_1","0.927","dsDNAphage","9469","2","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"425","SnAlvi_N23.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.19",2421693,"NAHQ01000122.1||0_partial_1","0.9","dsDNAphage","14857","8","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"426","SnAlvi_N9.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.24",2403335,"NAHK01000128.1||full_1","0.927","dsDNAphage","18314","8","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"427","SnAlvi_N9.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.24",2403335,"NAHK01000076.1||full","0.967","dsDNAphage","15311","5","rd1","phage_pass","same_as_vs2","no","1","NA"
"428","SnAlvi_N9.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.24",2403335,"NAHK01000087.1||full","1","dsDNAphage","20178","10","rd1","phage_pass","same_as_vs2","no","1","1"
"429","SnAlvi_NS1.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.19",2420873,"NAHL01000055.1||full","0.973","dsDNAphage","19298","8","rd1","phage_pass","same_as_vs2","no","1","1"
"430","SnAlvi_NS1.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.19",2420873,"NAHL01000098.1||full_1","0.94","dsDNAphage","34838","10","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"431","SnAlvi_NS2.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.18",2421229,"NAHM01000034.1||full","0.98","dsDNAphage","17144","8","rd1","phage_pass","same_as_vs2","no","1","1"
"432","SnAlvi_NS2.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.18",2421229,"NAHM01000052.1||full_1","0.9","dsDNAphage","9499","2","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"433","SnAlvi_NS2.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.18",2421229,"NAHM01000068.1||0_partial_1","0.98","dsDNAphage","24442","8","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"434","SnAlvi_NS3.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.32",2463518,"NAHN01000070.1||full_1","0.98","dsDNAphage","36851","15","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"435","SnAlvi_NS3.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.32",2463518,"NAHN01000079.1||0_partial_1","0.907","dsDNAphage","15099","8","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"436","SnAlvi_NS4.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.18",2421486,"NAHO01000019.1||full_1","0.9","dsDNAphage","9469","2","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"437","SnAlvi_NS4.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.18",2421486,"NAHO01000035.1||0_partial_1","0.927","dsDNAphage","24439","8","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"438","SnAlvi_NS4.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.18",2421486,"NAHO01000037.1||0_partial_1","1","dsDNAphage","16548","8","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"439","SnAlvi_NS5.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.18",2417615,"NAHP01000076.1||full_1","0.827","dsDNAphage","36995","10","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"440","SnAlvi_NS5.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.18",2417615,"NAHP01000036.1||full","0.967","dsDNAphage","14857","8","rd1","phage_pass","same_as_vs2","no","1","1"
"441","SnAlvi_NW4.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.17",2421251,"NAHI01000074.1||0_partial_1","0.993","dsDNAphage","34838","10","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"442","SnAlvi_NW4.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.17",2421251,"NAHI01000068.1||0_partial_1","0.96","dsDNAphage","15222","8","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"443","SnAlvi_NW7.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.32",2423318,"NAHJ01000054.1||full","0.987","dsDNAphage","79095","24","rd1","phage_pass","same_as_vs2","no","1","1"
"444","SnAlvi_NW7.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","41.32",2423318,"NAHJ01000056.1||0_partial_1","0.987","dsDNAphage","14409","7","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"445","SnAlvi_PEB0171.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","40.49",2520622,"MEIV01000053.1||full_1","0.907","dsDNAphage","44093","16","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"446","SnAlvi_PEB0178.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","40.55",2524932,"MEIW01000122.1||full_1","0.967","dsDNAphage","42668","16","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"447","SnAlvi_SCGCJ21.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","40.87",2334158,"AVQL01000451.1||full_1","0.96","dsDNAphage","35740","9","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"448","SnAlvi_SCGCJ21.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","40.87",2334158,"AVQL01000428.1||full_1","0.887","dsDNAphage","5011","6","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"449","SnAlvi_SCGCO02.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","37.84",1601393,"JAIL01000227.1||full","1","dsDNAphage","10199","6","rd1","phage_pass","same_as_vs2","no","1","1"
"450","SnAlvi_SCGCO02.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","37.84",1601393,"JAIL01000246.1||full","0.987","dsDNAphage","33676","2","rd1","phage_pass","same_as_vs2","no","1","1"
"451","SnAlvi_SCGCO11.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","40.19",1374910,"JAIK01000388.1||full","0.953","dsDNAphage","31916","15","rd1","phage_pass","same_as_vs2","no","1","1"
"452","SnAlvi_SCGCP14.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","40.71",1307751,"JACG01000027.1||full","1","dsDNAphage","11469","3","rd1","phage_pass","same_as_vs2","no","1","1"
"453","SnAlvi_SCGCP14.fna","Snodgrassella alvi","Core","Snodgrassella alvi","Snodgrassella alvi","from_hb","40.71",1307751,"JACG01000005.1||full_1","0.867","dsDNAphage","7003","6","rd2","phage_pass","trimmed_by_checkv","no","1","1"
