"","Bacterial Host","Phage_Sequence","Protein_ID","Classified_by_EggNOG_or_PHROGS","COGG_Number","EggNOG_Annotation","PHROGS_Number","PHROGS_Annotation","AMG_or_Moron"
"16406","Gilliamella apicola","QGLP01000005.1||1_partial_1","QGLP01000005.1||1_partial_1__00030","Ph","-","-","phrog_6384","holin","-"
"16407","Gilliamella apicola","QGLP01000005.1||1_partial_1","QGLP01000005.1||1_partial_1__00017","Ph","-","-","phrog_48","tail protein","-"
"16408","Gilliamella apicola","QGLP01000005.1||1_partial_1","QGLP01000005.1||1_partial_1__00035","S","339VV","Protein of unknown function (DUF2732)","-","-","-"
"16409","Gilliamella apicola","QGLP01000005.1||1_partial_1","QGLP01000005.1||1_partial_1__00028","Ph","-","-","phrog_214","Rz-like spanin","-"
"16410","Gilliamella apicola","QGLQ01000008.1||0_partial_1","QGLQ01000008.1||0_partial_1__00007","Ph","-","-","phrog_214","Rz-like spanin","-"
"16411","Gilliamella apicola","QGLQ01000008.1||0_partial_1","QGLQ01000008.1||0_partial_1__00010","Ph","-","-","phrog_91","nicking at origin of replication","-"
"16412","Gilliamella apicola","QGLQ01000008.1||0_partial_1","QGLQ01000008.1||0_partial_1__00014","0","","","-","-","-"
"16413","Gilliamella apicola","QGLQ01000008.1||0_partial_1","QGLQ01000008.1||0_partial_1__00005","Ph","-","-","phrog_198","holin","-"
"16414","Gilliamella apicola","QGLQ01000008.1||0_partial_1","QGLQ01000008.1||0_partial_1__00011","S","4QAQS","Prokaryotic dksA/traR C4-type zinc finger","-","-","-"
"16415","Gilliamella apicola","QGLQ01000008.1||0_partial_1","QGLQ01000008.1||0_partial_1__00016","Ph","-","-","phrog_9710",NA,"-"
"16416","Gilliamella apicola","QGLQ01000008.1||0_partial_1","QGLQ01000008.1||0_partial_1__00015","Ph","-","-","phrog_575","Cox-like excisionase and repressor","-"
"16417","Gilliamella apicola","QGLQ01000008.1||0_partial_1","QGLQ01000008.1||0_partial_1__00012","S","344FW","Protein of unknown function (DUF2732)","-","-","-"
"16418","Gilliamella apicola","QGLQ01000008.1||0_partial_1","QGLQ01000008.1||0_partial_1__00017","Ph","-","-","phrog_1","integrase","-"
"16419","Gilliamella apicola","QGLQ01000008.1||0_partial_1","QGLQ01000008.1||0_partial_1__00013","0","","","-","-","-"
"16420","Gilliamella apicola","QGLQ01000008.1||0_partial_1","QGLQ01000008.1||0_partial_1__00009","0","","","-","-","-"
"16421","Gilliamella apicola","QGLQ01000008.1||0_partial_1","QGLQ01000008.1||0_partial_1__00001","Ph","-","-","phrog_5572",NA,"-"
"16422","Gilliamella apicola","QGLQ01000008.1||0_partial_1","QGLQ01000008.1||0_partial_1__00003","0","","","-","-","-"
"16423","Gilliamella apicola","QGLQ01000008.1||0_partial_1","QGLQ01000008.1||0_partial_1__00006","Ph","-","-","",NA,"-"
"16424","Gilliamella apicola","QGLQ01000008.1||0_partial_1","QGLQ01000008.1||0_partial_1__00004","Ph","-","-","phrog_217","holin","-"
"16425","Gilliamella apicola","QGLQ01000008.1||0_partial_1","QGLQ01000008.1||0_partial_1__00008","Ph","-","-","phrog_894","endolysin","-"
"16426","Gilliamella apicola","QGLQ01000008.1||0_partial_1","QGLQ01000008.1||0_partial_1__00002","Ph","-","-","phrog_381","tail fiber protein","-"
"16427","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00026","Ph","-","-","phrog_214","Rz-like spanin","-"
"16428","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00014","Ph","-","-","phrog_105","tail fiber assembly","-"
"16429","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00027","Ph","-","-","phrog_894","endolysin","-"
"16430","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00009","Ph","-","-","phrog_105","tail fiber assembly","-"
"16431","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00004","Ph","-","-","phrog_76","tail protein","-"
"16432","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00032","Ph","-","-","phrog_91","nicking at origin of replication","-"
"16433","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00013","0","","","-","-","-"
"16434","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00012","Ph","-","-","phrog_327","tail protein","-"
"16435","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00022","Ph","-","-","phrog_217","holin","-"
"16436","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00031","0","","","-","-","-"
"16437","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00039","Ph","-","-","phrog_1","integrase","-"
"16438","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00015","Ph","-","-","phrog_327","tail protein","-"
"16439","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00033","S","4QAQS","Prokaryotic dksA/traR C4-type zinc finger","-","-","-"
"16440","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00011","Ph","-","-","phrog_105","tail fiber assembly","-"
"16441","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00034","S","339VV","Protein of unknown function (DUF2732)","-","-","-"
"16442","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00017","Ph","-","-","phrog_4226","baseplate protein","-"
"16443","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00028","Ph","-","-","phrog_6384","holin","-"
"16444","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00020","0","","","-","-","-"
"16445","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00010","Ph","-","-","phrog_327","tail protein","-"
"16446","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00001","S","316V4","cellular response to DNA damage stimulus","-","-","-"
"16447","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00037","Ph","-","-","phrog_575","Cox-like excisionase and repressor","-"
"16448","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00038","Ph","-","-","phrog_9710",NA,"-"
"16449","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00023","Ph","-","-","phrog_198","holin","-"
"16450","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00036","0","","","-","-","-"
"16451","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00030","0","","","-","-","-"
"16452","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00025","Ph","-","-","phrog_3001","Rz-like spanin","-"
"16453","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00003","Ph","-","-","phrog_52","tail protein","-"
"16454","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00029","0","","","-","-","-"
"16455","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00008","Ph","-","-","phrog_23","tail sheath","-"
"16456","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00016","Ph","-","-","phrog_48","tail protein","-"
"16457","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00006","Ph","-","-","phrog_103","tail protein","-"
"16458","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00007","Ph","-","-","phrog_55","head closure","-"
"16459","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00021","Ph","-","-","phrog_65","tail terminator","-"
"16460","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00019","Ph","-","-","phrog_9992","baseplate assembly protein","-"
"16461","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00035","0","","","-","-","-"
"16462","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00018","Ph","-","-","phrog_43","baseplate wedge subunit","-"
"16463","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00024","Ph","-","-","phrog_46","baseplate hub","-"
"16464","Gilliamella apicola","QGLR01000009.1||0_partial_1","QGLR01000009.1||0_partial_1__00005","Ph","-","-","phrog_28","tail length tape measure protein","-"
"16465","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00029","Ph","-","-","phrog_214","Rz-like spanin","-"
"16466","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00009","S","310CV","unknown","-","-","-"
"16467","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00003","0","","","-","-","-"
"16468","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00033","Ph","-","-","phrog_3887","transcriptional regulator","-"
"16469","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00005","0","","","-","-","-"
"16470","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00027","Ph","-","-","phrog_344","tail assembly chaperone","-"
"16471","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00002","0","","","-","-","-"
"16472","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00031","Ph","-","-","phrog_6384","holin","-"
"16473","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00022","Ph","-","-","phrog_18","minor tail protein","-"
"16474","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00030","Ph","-","-","phrog_894","endolysin","-"
"16475","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00032","0","","","-","-","-"
"16476","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00047","S","307H4","unknown","-","-","-"
"16477","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00035","Ph","-","-","phrog_21878","tail fiber protein","-"
"16478","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00004","0","","","-","-","-"
"16479","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00038","Ph","-","-","phrog_2234","tail spike protein","-"
"16480","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00001","S","2ZZCU","unknown","-","-","-"
"16481","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00046","S","32K0G","unknown","-","-","-"
"16482","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00015","0","","","-","-","-"
"16483","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00016","Ph","-","-","phrog_5572",NA,"-"
"16484","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00028","Ph","-","-","phrog_158","major tail protein","-"
"16485","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00021","Ph","-","-","phrog_30","minor tail protein","-"
"16486","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00014","0","","","-","-","-"
"16487","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00040","S","4QHC1","","-","-","-"
"16488","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00013","S","33BYK","unknown","-","-","-"
"16489","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00025","0","","","-","-","-"
"16490","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00023","Ph","-","-","phrog_14","minor tail protein","-"
"16491","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00041","0","","","-","-","-"
"16492","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00010","S","2SQP3","unknown","-","-","-"
"16493","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00049","S","330JK","unknown","-","-","-"
"16494","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00007","0","","","-","-","-"
"16495","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00024","0","","","-","-","-"
"16496","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00043","Ph","-","-","phrog_9773","replication initiation O-like","-"
"16497","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00018","Ph","-","-","phrog_3279","tail fiber protein","-"
"16498","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00044","Ph","-","-","phrog_4","transcriptional repressor","-"
"16499","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00012","0","","","-","-","-"
"16500","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00034","S","4QHC1","","-","-","-"
"16501","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00039","Ph","-","-","phrog_3887","transcriptional regulator","-"
"16502","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00045","Ph","-","-","phrog_4","transcriptional repressor","-"
"16503","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00036","0","","","-","-","-"
"16504","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00026","Ph","-","-","phrog_339","tail length tape measure protein","-"
"16505","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00011","S","33329","unknown","-","-","-"
"16506","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00048","Ph","-","-","phrog_1050","gam-like host nuclease inhibitor","Unspecified Moron"
"16507","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00037","0","","","-","-","-"
"16508","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00017","Ph","-","-","phrog_105","tail fiber assembly","-"
"16509","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00006","S","30S3G","unknown","-","-","-"
"16510","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00020","Ph","-","-","phrog_32","tail assembly protein","-"
"16511","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00019","Ph","-","-","phrog_31","central tail fiber J","-"
"16512","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00042","Ph","-","-","phrog_19","DnaB-like replicative helicase","-"
"16513","Gilliamella apicola","QGLR01000012.1||0_partial_1","QGLR01000012.1||0_partial_1__00008","Ph","-","-","phrog_8","transcriptional regulator","-"
"16514","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00020","S","337P7","unknown","-","-","-"
"16515","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00048","0","","","-","-","-"
"16516","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00065","Ph","-","-","phrog_4","transcriptional repressor","-"
"16517","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00022","Ph","-","-","phrog_7241","transcriptional regulator","-"
"16518","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00015","0","","","-","-","-"
"16519","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00061","Ph","-","-","phrog_577","Doc-like toxin","Unspecified Moron"
"16520","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00005","Ph","-","-","phrog_5715","exonuclease","-"
"16521","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00035","S","32RQX","unknown","-","-","-"
"16522","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00037","Ph","-","-","phrog_524","anti-repressor Ant","-"
"16523","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00004","Ph","-","-","phrog_44","single strand DNA binding protein","-"
"16524","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00026","Ph","-","-","phrog_146","portal protein","-"
"16525","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00025","Ph","-","-","phrog_3717","terminase large subunit","-"
"16526","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00044","S","33B2T","Protein of unknown function (DUF4236)","-","-","-"
"16527","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00039","Ph","-","-","phrog_1932","tail assembly chaperone","-"
"16528","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00038","Ph","-","-","phrog_1964","virion structural protein","-"
"16529","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00057","S","32BNZ","unknown","-","-","-"
"16530","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00031","S","32Y03","unknown","-","-","-"
"16531","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00027","Ph","-","-","phrog_324","head morphogenesis","-"
"16532","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00011","0","","","-","-","-"
"16533","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00029","Ph","-","-","phrog_2122","minor head protein","-"
"16534","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00051","Ph","-","-","phrog_196","baseplate hub","-"
"16535","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00028","Ph","-","-","phrog_2229","head maturation protease","-"
"16536","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00045","0","","","-","-","-"
"16537","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00001","0","","","-","-","-"
"16538","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00030","Ph","-","-","phrog_264","major head protein","-"
"16539","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00023","K","arCOG03110","Filamentation induced by cAMP protein fic","-","-","-"
"16540","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00046","S","2ZQV7","unknown","-","-","-"
"16541","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00032","Ph","-","-","phrog_302","virion structural protein","-"
"16542","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00067","S","34B85","unknown","-","-","-"
"16543","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00014","0","","","-","-","-"
"16544","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00016","0","","","-","-","-"
"16545","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00066","S","331N0","unknown","-","-","-"
"16546","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00021","Ph","-","-","phrog_497","toxin-antitoxin system HicB-like","Unspecified Moron"
"16547","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00056","Ph","-","-","phrog_1396","tail fiber protein","-"
"16548","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00033","Ph","-","-","phrog_222","tail completion or Neck1 protein","-"
"16549","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00064","Ph","-","-","phrog_4","transcriptional repressor","-"
"16550","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00059","S","33H0Q","unknown","-","-","-"
"16551","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00062","S","COG3514","BrnA antitoxin of type II toxin-antitoxin system","-","-","-"
"16552","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00006","0","","","-","-","-"
"16553","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00036","Ph","-","-","phrog_205","tail sheath","-"
"16554","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00053","Ph","-","-","phrog_120","baseplate wedge subunit","-"
"16555","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00055","Ph","-","-","phrog_587","structural protein","-"
"16556","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00003","S","30YVD","unknown","-","-","-"
"16557","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00034","Ph","-","-","phrog_1912","head protein","-"
"16558","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00018","Ph","-","-","phrog_319","NinB/ Orf homologous recombination mediator","-"
"16559","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00017","S","32JMZ","unknown","-","-","-"
"16560","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00060","S","2SAV7","unknown","-","-","-"
"16561","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00007","S","337GM","unknown","-","-","-"
"16562","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00050","Ph","-","-","phrog_349","virion structural protein","-"
"16563","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00041","S","4QCRD","","-","-","-"
"16564","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00058","S","32UHQ","unknown","-","-","-"
"16565","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00042","S","4QCRD","","-","-","-"
"16566","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00049","S","4QD0G","","-","-","-"
"16567","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00024","Ph","-","-","phrog_51","terminase small subunit","-"
"16568","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00054","Ph","-","-","phrog_6","baseplate wedge subunit","-"
"16569","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00008","0","","","-","-","-"
"16570","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00012","Ph","-","-","phrog_4","transcriptional repressor","-"
"16571","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00043","S","32UTV","unknown","-","-","-"
"16572","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00063","Ph","-","-","phrog_465","endolysin","-"
"16573","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00052","S","4QG2P","","-","-","-"
"16574","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00002","S","33ETU","unknown","-","-","-"
"16575","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00009","S","337GM","unknown","-","-","-"
"16576","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00010","0","","","-","-","-"
"16577","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00019","S","32TP3","nuclease activity","-","-","-"
"16578","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00047","S","COG1714","RDD family","-","-","-"
"16579","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00040","S","33MNY","unknown","-","-","-"
"16580","Snodgrassella alvi","QGLS01000008.1||full_1","QGLS01000008.1||full_1__00013","Ph","-","-","phrog_4","transcriptional repressor","-"
"16612","Lactobacillus kunkeei","QUBN01000015.1||0_partial","QUBN01000015.1||0_partial__00013","Ph","-","-","phrog_167","tail length tape measure protein","-"
"16613","Lactobacillus kunkeei","QUBN01000015.1||0_partial","QUBN01000015.1||0_partial__00014","S","33B6R","unknown","-","-","-"
"16614","Lactobacillus kunkeei","QUBN01000015.1||0_partial","QUBN01000015.1||0_partial__00003","K","COG3655","Transcriptional regulator","-","-","-"
"16615","Lactobacillus kunkeei","QUBN01000015.1||0_partial","QUBN01000015.1||0_partial__00007","0","","","-","-","-"
"16616","Lactobacillus kunkeei","QUBN01000015.1||0_partial","QUBN01000015.1||0_partial__00005","S","32NA3","unknown","-","-","-"
"16617","Lactobacillus kunkeei","QUBN01000015.1||0_partial","QUBN01000015.1||0_partial__00006","Ph","-","-","phrog_2657","transcriptional regulator","-"
"16618","Lactobacillus kunkeei","QUBN01000015.1||0_partial","QUBN01000015.1||0_partial__00001","EG","arCOG00271","COG0697 Permeases of the drug metabolite transporter (DMT) superfamily","-","-","-"
"16619","Lactobacillus kunkeei","QUBN01000015.1||0_partial","QUBN01000015.1||0_partial__00008","S","4QB0K","Protein of unknown function (DUF739)","-","-","-"
"16620","Lactobacillus kunkeei","QUBN01000015.1||0_partial","QUBN01000015.1||0_partial__00015","0","","","-","-","-"
"16621","Lactobacillus kunkeei","QUBN01000015.1||0_partial","QUBN01000015.1||0_partial__00010","Ph","-","-","phrog_186","DnaD-like helicase loader","-"
"16622","Lactobacillus kunkeei","QUBN01000015.1||0_partial","QUBN01000015.1||0_partial__00009","0","","","-","-","-"
"16623","Lactobacillus kunkeei","QUBN01000015.1||0_partial","QUBN01000015.1||0_partial__00012","0","","","-","-","-"
"16624","Lactobacillus kunkeei","QUBN01000015.1||0_partial","QUBN01000015.1||0_partial__00011","Ph","-","-","phrog_50","DnaC-like helicase loader","-"
"16625","Lactobacillus kunkeei","QUBN01000015.1||0_partial","QUBN01000015.1||0_partial__00002","Ph","-","-","phrog_1","integrase","-"
"16626","Lactobacillus kunkeei","QUBN01000015.1||0_partial","QUBN01000015.1||0_partial__00017","V","arCOG02632","N-6 DNA methylase","-","-","-"
"16627","Lactobacillus kunkeei","QUBN01000015.1||0_partial","QUBN01000015.1||0_partial__00016","Ph","-","-","phrog_2606","terminase small subunit","-"
"16628","Lactobacillus kunkeei","QUBN01000015.1||0_partial","QUBN01000015.1||0_partial__00004","S","30C8A","unknown","-","-","-"
"16629","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00026","Ph","-","-","phrog_29","major head protein","-"
"16630","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00059","0","","","-","-","-"
"16631","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00013","Ph","-","-","phrog_196","baseplate hub","-"
"16632","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00022","S","30BRU","unknown","-","-","-"
"16633","Lactobacillus kunkeei","QUBO01000010.1||full","QUBO01000010.1||full__00048","Ph","-","-","phrog_428","replication initiation protein","-"
