FNA File,Organism_BS,Organism_AS,Filename_BS,Filename_AS,Assembly-name_AS,Strain_AS,Taxid_AS,BioSample_AS,BioProject_AS,Submitter_AS,Date_AS,Assembly-type_AS,Release-type_AS,Assembly-level_AS,Genome-representation_AS,Assembly-method_AS,Genome-coverage_AS,Sequencing-technology_AS,RefSeq-category_AS,GenBank-assembly-accession_AS,RefSeq-assembly-accession_AS,RefSeq-assembly-and-GenBank-assemblies-identical_AS,BioSample_BS,SampleName_BS,SRA_BS,/strain_BS,/collection-date_BS,/broad-scale-environmental-context_BS,/local-scale-environmental-context_BS,/environmental-medium_BS,/geographic-location_BS,/host_BS,/isolation-and-growth-condition_BS,/latitude-and-longitude_BS,/number-of-replicons_BS,/reference-for-biomaterial_BS,WGS-project_AS,Expected-final-version_AS,Relation-to-type-material_AS,/type-material_BS,/isolation-source_BS,/collected-by_BS,/sample-type_BS,/culture-collection_BS,/biomaterial-provider_BS,/Assembly-Method_BS,/Assembly-Name_BS,/Genome-Coverage_BS,/Sequencing-Technology_BS,/identified-by_BS,/host-disease_BS,Isolate_AS,Excluded-from-RefSeq_AS,/enviironmental-sample_BS,/metagenomic_BS,/isolate_BS,/note_BS,Single-cell-amplification_AS,/investigation-type_BS,/project-name_BS,/environmental-package_BS,/host-tissue-sampled_BS,/sample-name_BS,/estimated-size_BS,/locus_tag_prefix_BS,/altitude_BS,/temperature_BS,/Host-health_BS,/host-description_BS,/Alias_BS,/Broker-name_BS,/ENA-checklist_BS,/INSDC-center-alias_BS,/INSDC-center-name_BS,/INSDC-first-public_BS,/INSDC-last-update_BS,/INSDC-status_BS,/SRA-accession_BS,/Title_BS,/host-growth-conditions_BS,/host-life-stage_BS,/host-sex_BS,/genotype_BS,/Misc._BS,/sub-species_BS,/component-organism_BS,/substrain_BS,/subsource-note_BS,Reference-guided-assembly_AS,/finishing-strategy-(depth-of-coverage)_BS,/sop_BS,/project_type_BS,/source-material-identifiers_BS,/misc_param:-HMP-body-site_BS,/nucleic-acid-extraction_BS,/host-taxonomy-ID_BS,/assembly_BS,/misc_param:-HMP-supersite_BS,/sequencing-method_BS
BiAsteroides_DSM20089.fna,Bifidobacterium asteroides DSM 20089,Bifidobacterium asteroides DSM 20089 (high GC Gram+),BiAsteroides_DSM20089_BS.txt,BiAsteroides_DSM20089_AS.txt,DSM-20089,DSM 20089,1437594,SAMN02442012,PRJNA237576,Key Laboratory of Dairy BiotecInner Mongolia Agricultural University,11/4/14,na,major,Contig,full,SOAPdenovo v. 2.01,278.3x,Illunima Hiseq,N/A,GCA_000771125.1,GCF_000771125.1,yes,SAMN02442012,DSM-20089,SRS549120,DSM 20089,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,JDTU01,yes,assembly from type material,type strain of Bifidobacterium asteroides,N/A,N/A,N/A,DSM:20089,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BiAsteroides_ESL0170.fna,Bifidobacterium asteroides,Bifidobacterium asteroides (high GC Gram+),BiAsteroides_ESL0170_BS.txt,BiAsteroides_ESL0170_AS.txt,ASM320285v1,ESL0170,1684,SAMN08297246,PRJNA471810,University of Lausanne,6/8/18,na,major,Contig,full,SPAdes v. 3.7.1,200.0x,Illumina MiSeq,N/A,GCA_003202855.1,GCF_003202855.1,yes,SAMN08297246,Bifidobacterium asteroides ESL0170,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN08297246; Sample name: Bifidobacterium asteroides ESL0170",ESL0170,1-Dec-15,gut microbiome,gut of honey bee,gut,Switzerland: Lausanne,Apis mellifera,"MRSA, 34¡C, anaerobe",46.52 N 6.58 E,1,Reference database genomes of bee gut bacteria,QGLH01,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BiAsteroides_ESL0198.fna,Bifidobacterium asteroides,Bifidobacterium asteroides (high GC Gram+),BiAsteroides_ESL0198_BS.txt,BiAsteroides_ESL0198_AS.txt,ASM320271v1,ESL0198,1684,SAMN08297248,PRJNA471810,University of Lausanne,6/8/18,na,major,Contig,full,SPAdes v. 3.7.1,280.0x,Illumina MiSeq,N/A,GCA_003202715.1,GCF_003202715.1,yes,SAMN08297248,Bifidobacterium asteroides ESL0198,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN08297248; Sample name: Bifidobacterium asteroides ESL0198",ESL0198,1-Dec-15,gut microbiome,gut of honey bee,gut,Switzerland: Lausanne,Apis mellifera,"MRSA, 34¡C, anaerobe",46.52 N 6.58 E,1,Reference database genomes of bee gut bacteria,QGLJ01,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BiAsteroides_ESL0199.fna,Bifidobacterium asteroides,Bifidobacterium asteroides (high GC Gram+),BiAsteroides_ESL0199_BS.txt,BiAsteroides_ESL0199_AS.txt,ASM320275v1,ESL0199,1684,SAMN08297249,PRJNA471810,University of Lausanne,6/8/18,na,major,Contig,full,SPAdes v. 3.7.1,50.0x,Illumina MiSeq,N/A,GCA_003202755.1,GCF_003202755.1,yes,SAMN08297249,Bifidobacterium asteroides ESL0199,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN08297249; Sample name: Bifidobacterium asteroides ESL0199",ESL0199,1-Dec-15,gut microbiome,gut of honey bee,gut,Switzerland: Lausanne,Apis mellifera,"MRSA, 34¡C, anaerobe",46.52 N 6.58 E,1,Reference database genomes of bee gut bacteria,QGLK01,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BiAsteroides_ESL0200.fna,Bifidobacterium asteroides,Bifidobacterium asteroides (high GC Gram+),BiAsteroides_ESL0200_BS.txt,BiAsteroides_ESL0200_AS.txt,ASM320269v1,ESL0200,1684,SAMN08297250,PRJNA471810,University of Lausanne,6/8/18,na,major,Contig,full,SPAdes v. 3.7.1,300.0x,Illumina MiSeq,N/A,GCA_003202695.1,GCF_003202695.1,yes,SAMN08297250,Bifidobacterium asteroides ESL0200,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN08297250; Sample name: Bifidobacterium asteroides ESL0200",ESL0200,1-Dec-15,gut microbiome,gut of honey bee,gut,Switzerland: Lausanne,Apis mellifera,"MRSA, 34¡C, anaerobe",46.52 N 6.58 E,1,Reference database genomes of bee gut bacteria,QGLL01,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BiAsteroides_Hma3.fna,Bifidobacterium asteroides,Bifidobacterium asteroides (high GC Gram+),BiAsteroides_Hma3_BS.txt,BiAsteroides_Hma3_AS.txt,ASM97083v1,Hma3,1684,SAMN03271968,PRJNA257136,Uppsala university,4/13/15,na,major,Scaffold,full,Newbler v. 2.6,120.0x,454; Illumina MiSeq,N/A,GCA_000970835.1,GCF_000970835.1,yes,SAMN03271968,Hma3,SRS810385,Hma3,2008,N/A,N/A,N/A,Sweden: Jonstorp,Apis mellifera,N/A,N/A,N/A,N/A,JXJS01,N/A,N/A,N/A,gut,"Alejandra Vasquez, Tobias Olofsson",cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BiAsteroides_PRL2011.fna,Bifidobacterium asteroides PRL2011,Bifidobacterium asteroides PRL2011 (high GC Gram+),BiAsteroides_PRL2011_BS.txt,BiAsteroides_PRL2011_AS.txt,ASM30421v1,PRL2011,1147128,SAMN02604114,PRJNA83029,University College Cork,10/9/12,na,major,Complete Genome,full,N/A,N/A,N/A,Representative Genome,GCA_000304215.1,GCF_000304215.1,yes,SAMN02604114,CP003325,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN02604114; Sample name: CP003325",PRL2011,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BiAsteroides_VRA9sqn.fna,Bifidobacterium asteroides,Bifidobacterium asteroides (high GC Gram+),BiAsteroides_VRA9sqn_BS.txt,BiAsteroides_VRA9sqn_AS.txt,ASM968317v1,VRA_9sq_n,1684,SAMN13262485,PRJNA588983,Kazan Federal University,11/20/19,na,major,Contig,full,Spades v. 3.9.1--0,0.99x,Illumina MiSeq,N/A,GCA_009683175.1,GCF_009683175.1,yes,SAMN13262485,9sq_Nextera,SRS6523752,VRA_9sq_n,Oct-19,N/A,N/A,N/A,"Russia: Krasnodar Krai, Kuban",Apis mellifera,N/A,N/A,N/A,N/A,WKKW01,no,N/A,N/A,"honey bee, gastrointestinal tract",N/A,cell culture,N/A,"Kuban State Agrarian University, 13 Kalinina Str., 350044 Krasnodar, Russian Federation",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BiAsteroides_W8102.fna,Bifidobacterium asteroides,Bifidobacterium asteroides (high GC Gram+),BiAsteroides_W8102_BS.txt,BiAsteroides_W8102_AS.txt,ASM755927v1,W8102,1684,SAMN12340366,PRJNA556055,China Agricultural University,7/28/19,na,major,Contig,full,SOAPdenovo v. 1.0,400.0x,Illumina HiSeq,N/A,GCA_007559275.1,GCF_007559275.1,yes,SAMN12340366,Bifido-W8102,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN12340366; Sample name: Bifido-W8102",W8102,6/1/19,N/A,N/A,N/A,China: Beijing,Apis mellifera,N/A,N/A,N/A,N/A,VMHK01,yes,N/A,N/A,N/A,N/A,cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BiAsteroides_W8111.fna,Bifidobacterium asteroides,Bifidobacterium asteroides (high GC Gram+),BiAsteroides_W8111_BS.txt,BiAsteroides_W8111_AS.txt,ASM755915v1,W8111,1684,SAMN12340345,PRJNA556053,China Agricultural University,7/28/19,na,major,Contig,full,SOAPdenovo v. 1.0,500.0x,Illumina HiSeq,N/A,GCA_007559155.1,GCF_007559155.1,yes,SAMN12340345,Bifido-W8111,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN12340345; Sample name: Bifido-W8111",W8111,6/1/19,N/A,N/A,N/A,China: Beijing,Apis mellifera,N/A,N/A,N/A,N/A,VMHJ01,yes,N/A,N/A,N/A,N/A,cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BiCoryneforme_Bma6.fna,Bifidobacterium coryneforme,Bifidobacterium coryneforme (high GC Gram+),BiCoryneforme_Bma6_BS.txt,BiCoryneforme_Bma6_AS.txt,ASM96720v1,Bma6,1687,SAMN03271958,PRJNA257132,Uppsala university,3/31/15,na,major,Scaffold,full,Newbler v. 2.6,138.0x,454; Illumina MiSeq,N/A,GCA_000967205.1,GCF_000967205.1,yes,SAMN03271958,Bma6,SRS810361,Bma6,2008,N/A,N/A,N/A,Sweden: Jonstorp,Apis mellifera,N/A,N/A,N/A,N/A,JXBX01,yes,N/A,N/A,gut,"Alejandra Vasquez, Tobias Olofsson",cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BiCoryneforme_DSM20216.fna,Bifidobacterium coryneforme DSM 20216,Bifidobacterium coryneforme DSM 20216 (high GC Gram+),BiCoryneforme_DSM20216_BS.txt,BiCoryneforme_DSM20216_AS.txt,DSM-20216,DSM 20216,1437599,SAMN02442023,PRJNA237576,Key Laboratory of Dairy BiotecInner Mongolia Agricultural University,11/4/14,na,major,Contig,full,SOAPdenovo v. 2.01,278.3x,Illunima Hiseq,N/A,GCA_000771345.1,GCF_000771345.1,yes,SAMN02442023,DSM-20216,SRS549131,DSM 20216,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,JDUF01,yes,assembly from type material,type strain of Bifidobacterium coryneforme,N/A,N/A,N/A,DSM:20216,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BiCoryneforme_LMG18911.fna,Bifidobacterium coryneforme,Bifidobacterium coryneforme (high GC Gram+),BiCoryneforme_LMG18911_BS.txt,BiCoryneforme_LMG18911_AS.txt,ASM73786v1,LMG18911,1687,SAMN02666223,PRJNA239194,University of Parma,8/5/14,na,major,Complete Genome,full,Mira v. 3,182x,Ion Torrent,Representative Genome,GCA_000737865.1,GCF_000737865.1,yes,SAMN02666223,Bifidobacterium coryneforme LMG18911,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN02666223; Sample name: Bifidobacterium coryneforme LMG18911",LMG18911,Unknown,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,assembly from type material,type strain of Bifidobacterium coryneforme,"Honeybee, hindgut",N/A,missing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BiIndicum_ESL0197.fna,Bifidobacterium indicum,Bifidobacterium indicum (high GC Gram+),BiIndicum_ESL0197_BS.txt,BiIndicum_ESL0197_AS.txt,ASM320266v1,ESL0197,1691,SAMN08297247,PRJNA471810,University of Lausanne,6/8/18,na,major,Contig,full,SPAdes v. 3.7.1,300.0x,Illumina MiSeq,N/A,GCA_003202665.1,GCF_003202665.1,yes,SAMN08297247,Bifidobacterium indicum ESL0197,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN08297247; Sample name: Bifidobacterium indicum ESL0197",ESL0197,1-Dec-15,gut microbiome,gut of honey bee,gut,Switzerland: Lausanne,Apis mellifera,"MRSA, 34¡C, anaerobe",46.52 N 6.58 E,1,Reference database genomes of bee gut bacteria,QGLI01,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BiIndicum_LMG11587_complete.fna,Bifidobacterium indicum LMG 11587 = DSM 20214,Bifidobacterium indicum LMG 11587 = DSM 20214 (high GC Gram+),BiIndicum_LMG11587_complete_BS.txt,BiIndicum_LMG11587_complete_AS.txt,ASM70676v1,LMG 11587,1341694,SAMN05771123,PRJNA206546,University of Parma,6/13/14,na,major,Complete Genome,full,MIRA v. 3.4.1,108x,IonTorrent,Representative Genome,GCA_000706765.1,GCF_000706765.1,yes,SAMN05771123,"Neither pattern for SampleName (""Sample name: (.*?); "" NOR ""Sample name: (.*)"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05771123; GenBank: gb|CP006018.1","Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN05771123; GenBank: gb|CP006018.1",LMG 11587,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,assembly from type material,type strain of Bifidobacterium indicum,N/A,N/A,N/A,N/A,N/A,MIRA v. 3.4.1,BINDIassembly,108x,IonTorrent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BiIndicum_LMG11587_contig.fna,Bifidobacterium indicum LMG 11587 = DSM 20214,Bifidobacterium indicum LMG 11587 = DSM 20214 (high GC Gram+),BiIndicum_LMG11587_contig_BS.txt,BiIndicum_LMG11587_contig_AS.txt,DSM-20214,DSM 20214,1341694,SAMN02442022,PRJNA237576,Key Laboratory of Dairy BiotecInner Mongolia Agricultural University,11/4/14,na,major,Contig,full,SOAPdenovo v. 2.01,278.3x,Illunima Hiseq,N/A,GCA_000771325.1,GCF_000771325.1,yes,SAMN02442022,DSM-20214,SRS549130,DSM 20214,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,JDUE01,yes,assembly from type material,type strain of Bifidobacterium indicum,N/A,N/A,N/A,DSM:20214,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BoApis_SME1.fna,Bombella apis,Bombella apis (a-proteobacteria),BoApis_SME1_BS.txt,BoApis_SME1_AS.txt,ASM936277v1,SME1,1785988,SAMN13042715,PRJNA577958,Indiana University,10/26/19,na,major,Contig,full,MaSuRCA v. 3.2.8,97.0x,Illumina MiSeq,N/A,GCA_009362775.1,GCF_009362775.1,yes,SAMN13042715,b_apis_sme1,SRS5529136,SME1,5/7/18,N/A,N/A,N/A,"USA: Bloomington, IN",Apis mellifera,N/A,N/A,N/A,N/A,WHNS01,yes,N/A,N/A,hive,N/A,cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BoIntestini_R52487.fna,Bombella intestini,Bombella intestini (a-proteobacteria),BoIntestini_R52487_BS.txt,BoIntestini_R52487_AS.txt,ASM200366v1,R-52487,1539051,SAMN02598725,PRJNA235371,Ghent University,2/17/17,na,major,Contig,full,CLC NGS Cell v. 6.5.1,299.0x,Illumina HiSeq,Representative Genome,GCA_002003665.1,GCF_002003665.1,yes,SAMN02598725,R-52487,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN02598725; Sample name: R-52487",R-52487,2013,bumblebee,N/A,N/A,Belgium,N/A,N/A,N/A,N/A,N/A,JATM01,yes,assembly from type material,type strain of Bombella intestini,bumblebee crop,N/A,N/A,LMG:28161,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BoSp_ESL0378.fna,Bombella sp. ESL0378,Bombella sp. ESL0378 (a-proteobacteria),BoSp_ESL0378_BS.txt,BoSp_ESL0378_AS.txt,ASM972584v1,ESL0378,2676442,SAMN13280442,PRJNA589199,University of Lausanne,12/2/19,na,major,Contig,full,SPAdes v. 3.1,50x,Illumina MiSeq,N/A,GCA_009725845.1,GCF_009725845.1,yes,SAMN13280442,ESL0378,SRS5696760,ESL0378,Aug-17,gut microbiome,adult honey bee worker gut,gut tissue,Switzerland: Lausanne,Apis mellifera,"MRSA/SDA, 34C, microaerophilic",46.52 N 6.58 E,1,Comparative genomics of Acetobacteraceae from the gut of honey bees and bumble bees,WNIF01,yes,N/A,N/A,adult honey bee worker gut,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BoSp_ESL0385.fna,Bombella sp. ESL0385,Bombella sp. ESL0385 (a-proteobacteria),BoSp_ESL0385_BS.txt,BoSp_ESL0385_AS.txt,ASM972575v1,ESL0385,2676446,SAMN13280446,PRJNA589199,University of Lausanne,12/2/19,na,major,Contig,full,SPAdes v. 3.1,50x,Illumina MiSeq,N/A,GCA_009725755.1,GCF_009725755.1,yes,SAMN13280446,ESL0385,SRS5696764,ESL0385,Aug-17,gut microbiome,adult honey bee queen gut,gut tissue,Switzerland: Lausanne,Apis mellifera,"MRSA/SDA, 34C, microaerophilic",46.52 N 6.58 E,1,Comparative genomics of Acetobacteraceae from the gut of honey bees and bumble bees,WNIJ01,yes,N/A,N/A,adult honey bee queen gut,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
