input_vs2	checkv_name	length.checkv
CBLY010000008.1||0_partial	CBLY010000008.1||0_partial	27634
ADZY03000002.1||0_partial	ADZY03000002.1||0_partial	10311
CP020327.1||5_partial	CP020327.1||5_partial	9732
CP020328.1||0_partial	CP020328.1||0_partial	31048
ADFW01000001.1||7_partial	ADFW01000001.1||7_partial	10311
CP019657.1||0_partial	CP019657.1||0_partial	23520
CP019659.1||5_partial	CP019659.1||5_partial	9732
CP019660.1||0_partial	CP019660.1||0_partial	23519
LAWY01000002.1||0_partial	LAWY01000002.1||0_partial	10311
CP020557.1||8_partial	CP020557.1||8_partial	26946
CP020557.1||9_partial	CP020557.1||9_partial	35461
NAGW01000085.1||0_partial	NAGW01000085.1||0_partial	15701
NAGW01000048.1||0_partial	NAGW01000048.1||0_partial	12605
MVDP01000030.1||0_partial	MVDP01000030.1||0_partial	12605
MVDP01000061.1||0_partial	MVDP01000061.1||0_partial	15701
JFZW01000003.1||1_partial	JFZW01000003.1||1_partial	14092
MEIM01000001.1||1_partial	MEIM01000001.1||1_partial	10866
MEIM01000003.1||0_partial	MEIM01000003.1||0_partial	30702
NARO01000080.1||lt2gene	NARO01000080.1||lt2gene	1753
NARQ01000078.1||lt2gene	NARQ01000078.1||lt2gene	1981
NARQ01000082.1||lt2gene	NARQ01000082.1||lt2gene	1572
NARR01000084.1||lt2gene	NARR01000084.1||lt2gene	1574
MZNH01000341.1||lt2gene	MZNH01000341.1||lt2gene	2469
MZNI01000106.1||lt2gene	MZNI01000106.1||lt2gene	1574
QICT01000043.1||lt2gene	QICT01000043.1||lt2gene	1965
LZHJ01000014.1||lt2gene	LZHJ01000014.1||lt2gene	1708
LZGU01000053.1||lt2gene	LZGU01000053.1||lt2gene	2893
MCIU01000024.1||lt2gene	MCIU01000024.1||lt2gene	1963
NARZ01000019.1||lt2gene	NARZ01000019.1||lt2gene	1859
NASA01000074.1||lt2gene	NASA01000074.1||lt2gene	1760
NASV01000099.1||lt2gene	NASV01000099.1||lt2gene	2569
ADZY03000010.1||lt2gene	ADZY03000010.1||lt2gene	1617
MEIU01000045.1||lt2gene	MEIU01000045.1||lt2gene	1576
MDUZ01000111.1||lt2gene	MDUZ01000111.1||lt2gene	2179
