prokka_locus_tag,phage_seq,protein_num,length_bp_prok,gene_prok,EC_number+prok,phrog_name,phrog_num,COG_prok,product_prok
NARX01000029.1||full__00030,NARX01000029.1||full,NARX01000029.1||full_30,762,,phrog_784,phrog,784,,hypothetical protein
NARX01000029.1||full__00031,NARX01000029.1||full,NARX01000029.1||full_31,1137,,phrog_283,phrog,283,,major head protein
NARX01000029.1||full__00032,NARX01000029.1||full,NARX01000029.1||full_32,357,,,,,,hypothetical protein
NARX01000029.1||full__00033,NARX01000029.1||full,NARX01000029.1||full_33,480,,phrog_477,phrog,477,,head-tail adaptor Ad1
NARX01000029.1||full__00034,NARX01000029.1||full,NARX01000029.1||full_34,351,,phrog_161,phrog,161,,head closure Hc1
NARX01000029.1||full__00035,NARX01000029.1||full,NARX01000029.1||full_35,579,,phrog_169,phrog,169,,tail completion or Neck1 protein
NARX01000029.1||full__00036,NARX01000029.1||full,NARX01000029.1||full_36,414,,phrog_179,phrog,179,,tail terminator
NARX01000029.1||full__00037,NARX01000029.1||full,NARX01000029.1||full_37,660,,phrog_584,phrog,584,,major tail protein
NARX01000029.1||full__00038,NARX01000029.1||full,NARX01000029.1||full_38,312,,phrog_569,phrog,569,,tail length tape measure protein
NARX01000029.1||full__00039,NARX01000029.1||full,NARX01000029.1||full_39,258,,phrog_680,phrog,680,,tail length tape measure protein
NARX01000029.1||full__00040,NARX01000029.1||full,NARX01000029.1||full_40,309,,,,,,hypothetical protein
NARX01000067.1||full__00001,NARX01000067.1||full,NARX01000067.1||full_1,1062,,phrog_12714,phrog,12714,,hypothetical protein
NARX01000067.1||full__00002,NARX01000067.1||full,NARX01000067.1||full_2,288,,,,,,hypothetical protein
NARX01000067.1||full__00003,NARX01000067.1||full,NARX01000067.1||full_3,1050,,phrog_1265,phrog,1265,,membrane protein
NARX01000067.1||full__00004,NARX01000067.1||full,NARX01000067.1||full_4,3390,,phrog_2589,phrog,2589,,tail protein
NARX01000067.1||full__00005,NARX01000067.1||full,NARX01000067.1||full_5,600,,phrog_32,phrog,32,,tail assembly protein
NARX01000067.1||full__00006,NARX01000067.1||full,NARX01000067.1||full_6,723,,phrog_30,phrog,30,,minor tail protein
NARX01000067.1||full__00007,NARX01000067.1||full,NARX01000067.1||full_7,735,,phrog_18,phrog,18,,minor tail protein
NARX01000067.1||full__00008,NARX01000067.1||full,NARX01000067.1||full_8,339,,phrog_14,phrog,14,,minor tail protein
NARX01000067.1||full__00009,NARX01000067.1||full,NARX01000067.1||full_9,3042,,phrog_24,phrog,24,,tail length tape measure protein
NARX01000067.1||full__00010,NARX01000067.1||full,NARX01000067.1||full_10,837,,phrog_524,phrog,524,,anti-repressor Ant
NARX01000067.1||full__00011,NARX01000067.1||full,NARX01000067.1||full_11,468,,,,,,hypothetical protein
NARX01000067.1||full__00012,NARX01000067.1||full,NARX01000067.1||full_12,246,,,,,,hypothetical protein
NARX01000081.1||full__00001,NARX01000081.1||full,NARX01000081.1||full_1,123,,phrog_6416,phrog,6416,,tail protein
NARX01000081.1||full__00002,NARX01000081.1||full,NARX01000081.1||full_2,300,,phrog_103,phrog,103,,tail protein
NARX01000081.1||full__00003,NARX01000081.1||full,NARX01000081.1||full_3,513,,phrog_55,phrog,55,,head closure
NARX01000081.1||full__00004,NARX01000081.1||full,NARX01000081.1||full_4,1176,,phrog_23,phrog,23,,tail sheath
NARX01000081.1||full__00005,NARX01000081.1||full,NARX01000081.1||full_5,609,,phrog_105,phrog,105,,tail fiber assembly
NARX01000081.1||full__00006,NARX01000081.1||full,NARX01000081.1||full_6,1929,,phrog_381,phrog,381,,tail fiber protein
NARX01000081.1||full__00007,NARX01000081.1||full,NARX01000081.1||full_7,1236,,phrog_327,phrog,327,,tail protein
NARX01000081.1||full__00008,NARX01000081.1||full,NARX01000081.1||full_8,1440,,phrog_381,phrog,381,,tail fiber protein
NARX01000081.1||full__00009,NARX01000081.1||full,NARX01000081.1||full_9,690,,phrog_48,phrog,48,,tail protein
NARX01000081.1||full__00010,NARX01000081.1||full,NARX01000081.1||full_10,912,,phrog_4226,phrog,4226,,baseplate protein
NARX01000081.1||full__00011,NARX01000081.1||full,NARX01000081.1||full_11,354,,phrog_43,phrog,43,,baseplate wedge subunit
NARX01000081.1||full__00012,NARX01000081.1||full,NARX01000081.1||full_12,411,,,,,,hypothetical protein
NARX01000099.1||full__00001,NARX01000099.1||full,NARX01000099.1||full_1,1002,,phrog_1,phrog,1,,integrase
NARX01000099.1||full__00002,NARX01000099.1||full,NARX01000099.1||full_2,357,,phrog_9710,phrog,9710,,hypothetical protein
NARX01000099.1||full__00003,NARX01000099.1||full,NARX01000099.1||full_3,240,,phrog_575,phrog,575,,Cox-like excisionase and repressor
NARX01000099.1||full__00004,NARX01000099.1||full,NARX01000099.1||full_4,150,,,,,,hypothetical protein
NARX01000099.1||full__00005,NARX01000099.1||full,NARX01000099.1||full_5,303,,,,,,hypothetical protein
NARX01000099.1||full__00006,NARX01000099.1||full,NARX01000099.1||full_6,216,,,,,,hypothetical protein
NARX01000099.1||full__00007,NARX01000099.1||full,NARX01000099.1||full_7,207,,phrog_54,phrog,54,,DksA-like zinc-finger protein
NARX01000099.1||full__00008,NARX01000099.1||full,NARX01000099.1||full_8,2154,,phrog_91,phrog,91,,nicking at origin of replication
NARX01000099.1||full__00009,NARX01000099.1||full,NARX01000099.1||full_9,183,,,,,,hypothetical protein
NARX01000099.1||full__00010,NARX01000099.1||full,NARX01000099.1||full_10,441,,phrog_894,phrog,894,,endolysin
NARX01000099.1||full__00011,NARX01000099.1||full,NARX01000099.1||full_11,348,,phrog_214,phrog,214,,Rz-like spanin
NARX01000099.1||full__00012,NARX01000099.1||full,NARX01000099.1||full_12,204,,phrog_46,phrog,46,,tail protein
NARX01000099.1||full__00013,NARX01000099.1||full,NARX01000099.1||full_13,378,,phrog_198,phrog,198,,holin
NARX01000099.1||full__00014,NARX01000099.1||full,NARX01000099.1||full_14,288,,phrog_217,phrog,217,,holin
NARY01000126.1||full__00001,NARY01000126.1||full,NARY01000126.1||full_1,1410,,phrog_381,phrog,381,,tail fiber protein
NARY01000126.1||full__00002,NARY01000126.1||full,NARY01000126.1||full_2,609,,phrog_105,phrog,105,,tail fiber assembly
NARY01000126.1||full__00003,NARY01000126.1||full,NARY01000126.1||full_3,1224,,phrog_23,phrog,23,,tail sheath
NARY01000126.1||full__00004,NARY01000126.1||full,NARY01000126.1||full_4,513,,phrog_55,phrog,55,,head closure
NARY01000126.1||full__00005,NARY01000126.1||full,NARY01000126.1||full_5,300,,phrog_103,phrog,103,,tail protein
NARY01000126.1||full__00006,NARY01000126.1||full,NARY01000126.1||full_6,2334,,phrog_28,phrog,28,,tail length tape measure protein
NARY01000126.1||full__00007,NARY01000126.1||full,NARY01000126.1||full_7,426,,phrog_76,phrog,76,,tail protein
NARY01000126.1||full__00008,NARY01000126.1||full,NARY01000126.1||full_8,1137,,phrog_52,phrog,52,,tail protein
NARY01000126.1||full__00009,NARY01000126.1||full,NARY01000126.1||full_9,219,,phrog_603,phrog,603,,transcriptional regulator
NARY01000126.1||full__00010,NARY01000126.1||full,NARY01000126.1||full_10,645,,,,,,hypothetical protein
NARY01000126.1||full__00011,NARY01000126.1||full,NARY01000126.1||full_11,1002,,phrog_1,phrog,1,,integrase
NARY01000126.1||full__00012,NARY01000126.1||full,NARY01000126.1||full_12,357,,phrog_9710,phrog,9710,,hypothetical protein
NARY01000126.1||full__00013,NARY01000126.1||full,NARY01000126.1||full_13,240,,phrog_575,phrog,575,,Cox-like excisionase and repressor
NARY01000126.1||full__00014,NARY01000126.1||full,NARY01000126.1||full_14,150,,,,,,hypothetical protein
NARY01000126.1||full__00015,NARY01000126.1||full,NARY01000126.1||full_15,303,,,,,,hypothetical protein
NARY01000126.1||full__00016,NARY01000126.1||full,NARY01000126.1||full_16,216,,,,,,hypothetical protein
NARY01000126.1||full__00017,NARY01000126.1||full,NARY01000126.1||full_17,207,,phrog_54,phrog,54,,DksA-like zinc-finger protein
NARY01000126.1||full__00018,NARY01000126.1||full,NARY01000126.1||full_18,2181,,phrog_91,phrog,91,,nicking at origin of replication
NARY01000126.1||full__00019,NARY01000126.1||full,NARY01000126.1||full_19,183,,,,,,hypothetical protein
NARY01000126.1||full__00020,NARY01000126.1||full,NARY01000126.1||full_20,441,,phrog_894,phrog,894,,endolysin
NARY01000126.1||full__00021,NARY01000126.1||full,NARY01000126.1||full_21,348,,phrog_214,phrog,214,,Rz-like spanin
NARY01000126.1||full__00022,NARY01000126.1||full,NARY01000126.1||full_22,189,,phrog_46,phrog,46,,tail protein
NARY01000126.1||full__00023,NARY01000126.1||full,NARY01000126.1||full_23,378,,phrog_198,phrog,198,,holin
NARY01000126.1||full__00024,NARY01000126.1||full,NARY01000126.1||full_24,288,,phrog_217,phrog,217,,holin
NARY01000126.1||full__00025,NARY01000126.1||full,NARY01000126.1||full_25,432,,phrog_65,phrog,65,,tail terminator
NARY01000126.1||full__00026,NARY01000126.1||full,NARY01000126.1||full_26,639,,phrog_9992,phrog,9992,,baseplate assembly protein
NARY01000126.1||full__00027,NARY01000126.1||full,NARY01000126.1||full_27,354,,phrog_43,phrog,43,,baseplate wedge subunit
NARY01000126.1||full__00028,NARY01000126.1||full,NARY01000126.1||full_28,912,,phrog_4226,phrog,4226,,baseplate protein
NARY01000126.1||full__00029,NARY01000126.1||full,NARY01000126.1||full_29,606,,phrog_48,phrog,48,,tail protein
NARY01000126.1||full__00030,NARY01000126.1||full,NARY01000126.1||full_30,1662,,phrog_327,phrog,327,,tail protein
NARZ01000046.1||full__00001,NARZ01000046.1||full,NARZ01000046.1||full_1,1440,,phrog_381,phrog,381,,tail fiber protein
NARZ01000046.1||full__00002,NARZ01000046.1||full,NARZ01000046.1||full_2,606,,phrog_105,phrog,105,,tail fiber assembly
NARZ01000046.1||full__00003,NARZ01000046.1||full,NARZ01000046.1||full_3,1410,,phrog_381,phrog,381,,tail fiber protein
NARZ01000046.1||full__00004,NARZ01000046.1||full,NARZ01000046.1||full_4,690,,phrog_48,phrog,48,,tail protein
NARZ01000046.1||full__00005,NARZ01000046.1||full,NARZ01000046.1||full_5,912,,phrog_4226,phrog,4226,,baseplate protein
NARZ01000046.1||full__00006,NARZ01000046.1||full,NARZ01000046.1||full_6,354,,phrog_43,phrog,43,,baseplate wedge subunit
NARZ01000046.1||full__00007,NARZ01000046.1||full,NARZ01000046.1||full_7,639,,phrog_9992,phrog,9992,,baseplate assembly protein
NARZ01000046.1||full__00008,NARZ01000046.1||full,NARZ01000046.1||full_8,432,,phrog_65,phrog,65,,tail terminator
NARZ01000046.1||full__00009,NARZ01000046.1||full,NARZ01000046.1||full_9,288,,phrog_217,phrog,217,,holin
NARZ01000046.1||full__00010,NARZ01000046.1||full,NARZ01000046.1||full_10,378,,phrog_198,phrog,198,,holin
NARZ01000046.1||full__00011,NARZ01000046.1||full,NARZ01000046.1||full_11,189,,phrog_46,phrog,46,,tail protein
NARZ01000046.1||full__00012,NARZ01000046.1||full,NARZ01000046.1||full_12,348,,phrog_214,phrog,214,,Rz-like spanin
NARZ01000046.1||full__00013,NARZ01000046.1||full,NARZ01000046.1||full_13,441,,phrog_894,phrog,894,,endolysin
NARZ01000046.1||full__00014,NARZ01000046.1||full,NARZ01000046.1||full_14,183,,,,,,hypothetical protein
NARZ01000046.1||full__00015,NARZ01000046.1||full,NARZ01000046.1||full_15,2154,,phrog_91,phrog,91,,nicking at origin of replication
NARZ01000046.1||full__00016,NARZ01000046.1||full,NARZ01000046.1||full_16,207,,phrog_54,phrog,54,,DksA-like zinc-finger protein
NARZ01000046.1||full__00017,NARZ01000046.1||full,NARZ01000046.1||full_17,231,,,,,,hypothetical protein
NARZ01000046.1||full__00018,NARZ01000046.1||full,NARZ01000046.1||full_18,303,,,,,,hypothetical protein
NARZ01000046.1||full__00019,NARZ01000046.1||full,NARZ01000046.1||full_19,150,,,,,,hypothetical protein
NARZ01000046.1||full__00020,NARZ01000046.1||full,NARZ01000046.1||full_20,240,,phrog_575,phrog,575,,Cox-like excisionase and repressor
NARZ01000046.1||full__00021,NARZ01000046.1||full,NARZ01000046.1||full_21,357,,phrog_9710,phrog,9710,,hypothetical protein
NARZ01000046.1||full__00022,NARZ01000046.1||full,NARZ01000046.1||full_22,1002,,phrog_1,phrog,1,,integrase
NARZ01000046.1||full__00023,NARZ01000046.1||full,NARZ01000046.1||full_23,645,,,,,,hypothetical protein
NARZ01000054.1||full_1__00001,NARZ01000054.1||full_1,NARZ01000054.1||full_1_1,1176,,phrog_23,phrog,23,,tail sheath
NARZ01000054.1||full_1__00002,NARZ01000054.1||full_1,NARZ01000054.1||full_1_2,513,,phrog_55,phrog,55,,head closure
NARZ01000054.1||full_1__00003,NARZ01000054.1||full_1,NARZ01000054.1||full_1_3,300,,phrog_103,phrog,103,,tail protein
NARZ01000054.1||full_1__00004,NARZ01000054.1||full_1,NARZ01000054.1||full_1_4,123,,phrog_6416,phrog,6416,,tail protein
NARZ01000054.1||full_1__00005,NARZ01000054.1||full_1,NARZ01000054.1||full_1_5,3003,,phrog_28,phrog,28,,tail length tape measure protein
NARZ01000054.1||full_1__00006,NARZ01000054.1||full_1,NARZ01000054.1||full_1_6,426,,phrog_76,phrog,76,,tail protein
NARZ01000054.1||full_1__00007,NARZ01000054.1||full_1,NARZ01000054.1||full_1_7,1119,,phrog_52,phrog,52,,tail protein
NARZ01000054.1||full_1__00008,NARZ01000054.1||full_1,NARZ01000054.1||full_1_8,219,,phrog_603,phrog,603,,transcriptional regulator
NARZ01000054.1||full_1__00009,NARZ01000054.1||full_1,NARZ01000054.1||full_1_9,77,,,,,,tRNA-Met(cat)
NARZ01000054.1||full_1__00010,NARZ01000054.1||full_1,NARZ01000054.1||full_1_10,360,,,,,,hypothetical protein
NARZ01000080.1||full_1__00001,NARZ01000080.1||full_1,NARZ01000080.1||full_1_1,549,,phrog_111,phrog,111,,DNA methyltransferase
NARZ01000080.1||full_1__00002,NARZ01000080.1||full_1,NARZ01000080.1||full_1_2,408,,phrog_986,phrog,986,,RNA-binding protein
NARZ01000080.1||full_1__00003,NARZ01000080.1||full_1,NARZ01000080.1||full_1_3,624,,phrog_4657,phrog,4657,,hypothetical protein
NARZ01000080.1||full_1__00004,NARZ01000080.1||full_1,NARZ01000080.1||full_1_4,297,,,,,,hypothetical protein
NARZ01000080.1||full_1__00005,NARZ01000080.1||full_1,NARZ01000080.1||full_1_5,225,,,,,,hypothetical protein
NARZ01000080.1||full_1__00006,NARZ01000080.1||full_1,NARZ01000080.1||full_1_6,186,,,,,,hypothetical protein
NARZ01000080.1||full_1__00007,NARZ01000080.1||full_1,NARZ01000080.1||full_1_7,225,,,,,,hypothetical protein
NARZ01000080.1||full_1__00008,NARZ01000080.1||full_1,NARZ01000080.1||full_1_8,417,,,,,,hypothetical protein
NARZ01000080.1||full_1__00009,NARZ01000080.1||full_1,NARZ01000080.1||full_1_9,177,,,,,,hypothetical protein
NARZ01000080.1||full_1__00010,NARZ01000080.1||full_1,NARZ01000080.1||full_1_10,561,,phrog_13389,phrog,13389,,hypothetical protein
NARZ01000080.1||full_1__00011,NARZ01000080.1||full_1,NARZ01000080.1||full_1_11,483,,phrog_44,phrog,44,,single strand DNA binding protein
NARZ01000080.1||full_1__00012,NARZ01000080.1||full_1,NARZ01000080.1||full_1_12,168,,phrog_9500,phrog,9500,,CsrA-like regulator
NARZ01000080.1||full_1__00013,NARZ01000080.1||full_1,NARZ01000080.1||full_1_13,555,,,,,,hypothetical protein
NARZ01000080.1||full_1__00014,NARZ01000080.1||full_1,NARZ01000080.1||full_1_14,624,,phrog_149,phrog,149,,exonuclease
NARZ01000080.1||full_1__00015,NARZ01000080.1||full_1,NARZ01000080.1||full_1_15,729,,phrog_155,phrog,155,,Erf-like ssDNA annealing protein
NARZ01000080.1||full_1__00016,NARZ01000080.1||full_1,NARZ01000080.1||full_1_16,774,,phrog_1376,phrog,1376,,hypothetical protein
NARZ01000080.1||full_1__00017,NARZ01000080.1||full_1,NARZ01000080.1||full_1_17,672,,,,,,hypothetical protein
NARZ01000080.1||full_1__00018,NARZ01000080.1||full_1,NARZ01000080.1||full_1_18,240,,,,,,hypothetical protein
NARZ01000080.1||full_1__00019,NARZ01000080.1||full_1,NARZ01000080.1||full_1_19,693,,phrog_4,phrog,4,,transcriptional repressor
NARZ01000080.1||full_1__00020,NARZ01000080.1||full_1,NARZ01000080.1||full_1_20,213,,,,,,hypothetical protein
NARZ01000080.1||full_1__00021,NARZ01000080.1||full_1,NARZ01000080.1||full_1_21,255,,phrog_4973,phrog,4973,,hypothetical protein
NARZ01000080.1||full_1__00022,NARZ01000080.1||full_1,NARZ01000080.1||full_1_22,144,,,,,,hypothetical protein
NARZ01000080.1||full_1__00023,NARZ01000080.1||full_1,NARZ01000080.1||full_1_23,894,,phrog_345,phrog,345,,replication initiation O-like protein
NARZ01000080.1||full_1__00024,NARZ01000080.1||full_1,NARZ01000080.1||full_1_24,1407,,phrog_19,phrog,19,,DnaB-like replicative helicase
NARZ01000080.1||full_1__00025,NARZ01000080.1||full_1,NARZ01000080.1||full_1_25,210,,,,,,hypothetical protein
NARZ01000080.1||full_1__00026,NARZ01000080.1||full_1,NARZ01000080.1||full_1_26,219,,,,,,hypothetical protein
NARZ01000080.1||full_1__00027,NARZ01000080.1||full_1,NARZ01000080.1||full_1_27,261,,phrog_2585,phrog,2585,,nucleotide kinase
NARZ01000080.1||full_1__00028,NARZ01000080.1||full_1,NARZ01000080.1||full_1_28,480,,phrog_631,phrog,631,,hypothetical protein
NARZ01000080.1||full_1__00029,NARZ01000080.1||full_1,NARZ01000080.1||full_1_29,444,,phrog_72,phrog,72,,NinB/ Orf homologous recombination mediator
NARZ01000080.1||full_1__00030,NARZ01000080.1||full_1,NARZ01000080.1||full_1_30,309,,,,,,hypothetical protein
NARZ01000080.1||full_1__00031,NARZ01000080.1||full_1,NARZ01000080.1||full_1_31,183,,phrog_1402,phrog,1402,,hypothetical protein
NARZ01000080.1||full_1__00032,NARZ01000080.1||full_1,NARZ01000080.1||full_1_32,231,,,,,,hypothetical protein
NARZ01000080.1||full_1__00033,NARZ01000080.1||full_1,NARZ01000080.1||full_1_33,561,,phrog_171,phrog,171,,NinG/ Rap DNA junction specific endonuclease
NARZ01000080.1||full_1__00034,NARZ01000080.1||full_1,NARZ01000080.1||full_1_34,501,,,,,,hypothetical protein
NARZ01000080.1||full_1__00035,NARZ01000080.1||full_1,NARZ01000080.1||full_1_35,687,,phrog_6861,phrog,6861,,hypothetical protein
NARZ01000080.1||full_1__00036,NARZ01000080.1||full_1,NARZ01000080.1||full_1_36,225,,phrog_20,phrog,20,,holin
NARZ01000080.1||full_1__00037,NARZ01000080.1||full_1,NARZ01000080.1||full_1_37,525,,phrog_7,phrog,7,,endolysin
NARZ01000080.1||full_1__00038,NARZ01000080.1||full_1,NARZ01000080.1||full_1_38,387,,phrog_214,phrog,214,,Rz-like spanin
NARZ01000080.1||full_1__00039,NARZ01000080.1||full_1,NARZ01000080.1||full_1_39,1245,,phrog_5348,phrog,5348,,hypothetical protein
NARZ01000080.1||full_1__00040,NARZ01000080.1||full_1,NARZ01000080.1||full_1_40,309,,,,,,hypothetical protein
NARZ01000080.1||full_1__00041,NARZ01000080.1||full_1,NARZ01000080.1||full_1_41,816,,phrog_56,phrog,56,,DNA methyltransferase
NARZ01000080.1||full_1__00042,NARZ01000080.1||full_1,NARZ01000080.1||full_1_42,375,,,,,,hypothetical protein
NARZ01000080.1||full_1__00043,NARZ01000080.1||full_1,NARZ01000080.1||full_1_43,192,,,,,,hypothetical protein
NARZ01000080.1||full_1__00044,NARZ01000080.1||full_1,NARZ01000080.1||full_1_44,702,,phrog_2302,phrog,2302,,phosphoadenosine phosphosulfate reductase
NARZ01000080.1||full_1__00045,NARZ01000080.1||full_1,NARZ01000080.1||full_1_45,438,,,,,,hypothetical protein
NARZ01000080.1||full_1__00046,NARZ01000080.1||full_1,NARZ01000080.1||full_1_46,513,,phrog_1889,phrog,1889,,terminase small subunit
NARZ01000080.1||full_1__00047,NARZ01000080.1||full_1,NARZ01000080.1||full_1_47,1242,,phrog_3717,phrog,3717,,terminase large subunit
NARZ01000080.1||full_1__00048,NARZ01000080.1||full_1,NARZ01000080.1||full_1_48,1434,,phrog_146,phrog,146,,portal protein
NARZ01000080.1||full_1__00049,NARZ01000080.1||full_1,NARZ01000080.1||full_1_49,948,,phrog_758,phrog,758,,head morphogenesis
NARZ01000080.1||full_1__00050,NARZ01000080.1||full_1,NARZ01000080.1||full_1_50,1098,,phrog_760,phrog,760,,hypothetical protein
NARZ01000080.1||full_1__00051,NARZ01000080.1||full_1,NARZ01000080.1||full_1_51,429,,phrog_766,phrog,766,,head decoration
NARZ01000080.1||full_1__00052,NARZ01000080.1||full_1,NARZ01000080.1||full_1_52,1074,,phrog_771,phrog,771,,virion structural protein
NARZ01000080.1||full_1__00053,NARZ01000080.1||full_1,NARZ01000080.1||full_1_53,372,,,,,,hypothetical protein
NARZ01000080.1||full_1__00054,NARZ01000080.1||full_1,NARZ01000080.1||full_1_54,378,,phrog_786,phrog,786,,hypothetical protein
NARZ01000080.1||full_1__00055,NARZ01000080.1||full_1,NARZ01000080.1||full_1_55,363,,phrog_797,phrog,797,,hypothetical protein
NARZ01000080.1||full_1__00056,NARZ01000080.1||full_1,NARZ01000080.1||full_1_56,369,,phrog_5,phrog,5,,tail completion or Neck1 protein
NARZ01000080.1||full_1__00057,NARZ01000080.1||full_1,NARZ01000080.1||full_1_57,372,,phrog_782,phrog,782,,hypothetical protein
NARZ01000080.1||full_1__00058,NARZ01000080.1||full_1,NARZ01000080.1||full_1_58,480,,phrog_853,phrog,853,,major tail protein
NARZ01000080.1||full_1__00059,NARZ01000080.1||full_1,NARZ01000080.1||full_1_59,681,,phrog_791,phrog,791,,hypothetical protein
NARZ01000080.1||full_1__00060,NARZ01000080.1||full_1,NARZ01000080.1||full_1_60,3267,,phrog_1107,phrog,1107,,tail length tape measure protein
NARZ01000080.1||full_1__00061,NARZ01000080.1||full_1,NARZ01000080.1||full_1_61,453,,,,,,hypothetical protein
NARZ01000080.1||full_1__00062,NARZ01000080.1||full_1,NARZ01000080.1||full_1_62,345,,phrog_14,phrog,14,,minor tail protein
NARZ01000080.1||full_1__00063,NARZ01000080.1||full_1,NARZ01000080.1||full_1_63,288,,,,,,hypothetical protein
NARZ01000080.1||full_1__00064,NARZ01000080.1||full_1,NARZ01000080.1||full_1_64,798,,phrog_18,phrog,18,,minor tail protein
NARZ01000080.1||full_1__00065,NARZ01000080.1||full_1,NARZ01000080.1||full_1_65,720,,phrog_30,phrog,30,,minor tail protein
NARZ01000080.1||full_1__00066,NARZ01000080.1||full_1,NARZ01000080.1||full_1_66,606,,phrog_32,phrog,32,,tail assembly protein
NARZ01000080.1||full_1__00067,NARZ01000080.1||full_1,NARZ01000080.1||full_1_67,3249,,phrog_31,phrog,31,,baseplate hub protein Tal
NARZ01000080.1||full_1__00068,NARZ01000080.1||full_1,NARZ01000080.1||full_1_68,2256,,phrog_4128,phrog,4128,,tail fiber protein
NARZ01000080.1||full_1__00069,NARZ01000080.1||full_1,NARZ01000080.1||full_1_69,687,,,,,,hypothetical protein
NASA01000012.1||0_partial_1__00001,NASA01000012.1||0_partial_1,NASA01000012.1||0_partial_1_1,1440,,phrog_381,phrog,381,,tail fiber protein
NASA01000012.1||0_partial_1__00002,NASA01000012.1||0_partial_1,NASA01000012.1||0_partial_1_2,210,,,,,,hypothetical protein
NASA01000012.1||0_partial_1__00003,NASA01000012.1||0_partial_1,NASA01000012.1||0_partial_1_3,363,,,,,,hypothetical protein
NASA01000012.1||0_partial_1__00004,NASA01000012.1||0_partial_1,NASA01000012.1||0_partial_1_4,288,,phrog_217,phrog,217,,holin
NASA01000012.1||0_partial_1__00005,NASA01000012.1||0_partial_1,NASA01000012.1||0_partial_1_5,375,,phrog_198,phrog,198,,holin
NASA01000012.1||0_partial_1__00006,NASA01000012.1||0_partial_1,NASA01000012.1||0_partial_1_6,204,,,,,,hypothetical protein
NASA01000012.1||0_partial_1__00007,NASA01000012.1||0_partial_1,NASA01000012.1||0_partial_1_7,348,,phrog_214,phrog,214,,Rz-like spanin
NASA01000012.1||0_partial_1__00008,NASA01000012.1||0_partial_1,NASA01000012.1||0_partial_1_8,441,,phrog_894,phrog,894,,endolysin
NASA01000012.1||0_partial_1__00009,NASA01000012.1||0_partial_1,NASA01000012.1||0_partial_1_9,183,,,,,,hypothetical protein
NASA01000012.1||0_partial_1__00010,NASA01000012.1||0_partial_1,NASA01000012.1||0_partial_1_10,2154,,phrog_91,phrog,91,,nicking at origin of replication
NASA01000012.1||0_partial_1__00011,NASA01000012.1||0_partial_1,NASA01000012.1||0_partial_1_11,207,,phrog_54,phrog,54,,DksA-like zinc-finger protein
NASA01000012.1||0_partial_1__00012,NASA01000012.1||0_partial_1,NASA01000012.1||0_partial_1_12,216,,,,,,hypothetical protein
NASA01000012.1||0_partial_1__00013,NASA01000012.1||0_partial_1,NASA01000012.1||0_partial_1_13,306,,,,,,hypothetical protein
NASA01000012.1||0_partial_1__00014,NASA01000012.1||0_partial_1,NASA01000012.1||0_partial_1_14,150,,,,,,hypothetical protein
NASA01000012.1||0_partial_1__00015,NASA01000012.1||0_partial_1,NASA01000012.1||0_partial_1_15,240,,phrog_575,phrog,575,,Cox-like excisionase and repressor
NASA01000012.1||0_partial_1__00016,NASA01000012.1||0_partial_1,NASA01000012.1||0_partial_1_16,357,,phrog_9710,phrog,9710,,hypothetical protein
NASA01000012.1||0_partial_1__00017,NASA01000012.1||0_partial_1,NASA01000012.1||0_partial_1_17,1002,,phrog_1,phrog,1,,integrase
NASA01000012.1||0_partial_1__00018,NASA01000012.1||0_partial_1,NASA01000012.1||0_partial_1_18,933,,,,,,hypothetical protein
NASA01000012.1||0_partial_1__00019,NASA01000012.1||0_partial_1,NASA01000012.1||0_partial_1_19,186,,,,,,hypothetical protein
NASA01000012.1||0_partial_1__00020,NASA01000012.1||0_partial_1,NASA01000012.1||0_partial_1_20,219,,phrog_65,phrog,65,,tail terminator
NASB01000025.1||0_partial_1__00001,NASB01000025.1||0_partial_1,NASB01000025.1||0_partial_1_1,330,,phrog_14,phrog,14,,minor tail protein
NASB01000025.1||0_partial_1__00002,NASB01000025.1||0_partial_1,NASB01000025.1||0_partial_1_2,453,,,,,,hypothetical protein
NASB01000025.1||0_partial_1__00003,NASB01000025.1||0_partial_1,NASB01000025.1||0_partial_1_3,984,,phrog_2384,phrog,2384,,hypothetical protein
NASB01000025.1||0_partial_1__00004,NASB01000025.1||0_partial_1,NASB01000025.1||0_partial_1_4,765,,phrog_18,phrog,18,,minor tail protein
NASB01000025.1||0_partial_1__00005,NASB01000025.1||0_partial_1,NASB01000025.1||0_partial_1_5,720,,phrog_30,phrog,30,,minor tail protein
NASB01000025.1||0_partial_1__00006,NASB01000025.1||0_partial_1,NASB01000025.1||0_partial_1_6,621,,phrog_32,phrog,32,,tail assembly protein
NASB01000025.1||0_partial_1__00007,NASB01000025.1||0_partial_1,NASB01000025.1||0_partial_1_7,3204,,phrog_31,phrog,31,,baseplate hub protein Tal
NASB01000025.1||0_partial_1__00008,NASB01000025.1||0_partial_1,NASB01000025.1||0_partial_1_8,1086,,phrog_23469,phrog,23469,,hypothetical protein
NASB01000027.1||full__00001,NASB01000027.1||full,NASB01000027.1||full_1,204,,phrog_3887,phrog,3887,,transcriptional regulator
NASB01000027.1||full__00002,NASB01000027.1||full,NASB01000027.1||full_2,594,,phrog_29243,phrog,29243,,hypothetical protein
